"i","Seed","R12","R15","R12R15","R12R23","R12R25","R15R52","R12R25R23","R12R15R23","R15R52R23","R12R15R54","R15R52R54","R12R15R23R34","R12R15R23R54","R12R25R23R34","R12R25R23R54","R15R52R23R54","R15R54","R12R23R34","R12R25R54","R15R52R23R34"
599,0.006157855065329343,0.006326890229969595,0.004952447859872689,0.0041501384399715915,0.003460288530312046,0.002773464491809765,0.0013766739481618254,0.0019576306089317186,0.0025037957305144437,0.0005461651215827254,0.13323155971912526,0.0502387190401814,0.05079937203802676,0.05079937203802676,0.03851277483877283,0.03851277483877283,0.012286597199254009,0.3836737625421669,0.112460279841016,0.08299284067894394,0.012286597199254009
600,0.0061057501378534796,0.0062767605685635245,0.004911534459366761,0.004118880893191661,0.0034342515059566934,0.0027529521585325173,0.0013659287346591434,0.0019438796143131732,0.002486004803205053,0.00054212518889188,0.13327306110352496,0.05025248577966302,0.0508244099953319,0.0508244099953319,0.03853235114486214,0.03853235114486214,0.012292058850469837,0.38372328702076564,0.11249488272631912,0.08302057532386203,0.012292058850469837
601,0.0060540860982254896,0.0062270153496399765,0.004870953362187257,0.004087843283941065,0.003408397783700233,0.002732580411383075,0.0013552628725579897,0.0019302142878394278,0.0024683266166267656,0.000538112328787338,0.13331424991245688,0.05026614506700961,0.05084927004336395,0.05084927004336395,0.03855178994100528,0.03855178994100528,0.012297480102358755,0.3837724023653593,0.11252922524137869,0.08304810484544736,0.012297480102358755
602,0.006002859215855889,0.006177651783759146,0.004830701950954599,0.0040570242592384564,0.0033827262307200953,0.002712348423044462,0.0013446758361939943,0.001916634230085222,0.002450760626659603,0.0005341263965743812,0.13335512834529628,0.05027969769573519,0.05087395330953022,0.05087395330953022,0.03857109208388367,0.03857109208388367,0.012302861225646628,0.3838211118989811,0.11256330921921569,0.08307543064956119,0.012302861225646628
603,0.005952065791721724,0.006128667099676274,0.004790777627714416,0.004026422471864319,0.0033572357191268896,0.0026922553693113256,0.0013341671025529935,0.0019031390417011402,0.0024333062895250035,0.0005301672478238635,0.13339569858788866,0.05029314445409713,0.05089846091579682,0.05089846091579682,0.03859025842618453,0.03859025842618453,0.012308202489612372,0.3838694189184906,0.11259713648152289,0.08310255413379164,0.012308202489612372
604,0.005901702158099463,0.006080058544250776,0.004751177813811284,0.003996036580374038,0.0033319251259731563,0.00267230042910391,0.0013237361512701273,0.001889728323444097,0.002415963061824248,0.0005262347383801513,0.1334359628126073,0.05030648612512266,0.05092279397869207,0.05092279397869207,0.03860928981660154,0.03860928981660154,0.012313504162090611,0.38391732669476775,0.11263070883871416,0.08312947668748476,0.012313504162090611
605,0.00585176467830016,0.006031823382355412,0.004711899949763,0.003965865249110218,0.0033067933332615244,0.0026524827844815204,0.001313382464628698,0.001876401676207312,0.0023987304005762106,0.0005223287243688989,0.13347592317841106,0.05031972348663536,0.050946953609310314,0.050946953609310314,0.03862818709983598,0.03862818709983598,0.012318766509474412,0.38396483847290586,0.11266402808997389,0.0831561996917758,0.012318766509474412
606,0.005802249746406851,0.005983958896785497,0.004672941495135396,0.003935907148214276,0.003281839227952276,0.0026328016206554825,0.0013031055275587935,0.0018631587010497783,0.0023816077632544427,0.0005184490622046644,0.13351558183090217,0.05033285731128165,0.050970940913316075,0.050970940913316075,0.038646951116598056,0.038646951116598056,0.012323989796718102,0.38401195747240346,0.1126970960233065,0.08318272451962062,0.012323989796718102
607,0.005753153787014177,0.005936462388168154,0.004634299928417686,0.003906160953637284,0.003257061701970332,0.002613256126001602,0.0012929048276356823,0.0018499989992252345,0.0023645946078235994,0.0005145956085983651,0.13355494090238432,0.050345888366557234,0.05099475699094862,0.05099475699094862,0.03866558270360856,0.03866558270360856,0.012329174287340148,0.38405868688735484,0.11272991441558602,0.08320905253582718,0.012329174287340148
608,0.005704473254970211,0.005889331174871631,0.0045959727468983655,0.0038766253471501206,0.003232459652211667,0.0025938454920721382,0.0012827798550779825,0.001836922172210639,0.002347690392775215,0.0005107682205645762,0.1335940025119207,0.05035881741483359,0.051018402937026856,0.051018402937026856,0.03868408269360081,0.03868408269360081,0.012334320243426133,0.38410502988663897,0.11276248503260573,0.0832351850970872,0.012334320243426133
609,0.005656204635120463,0.005842562592914681,0.00455795746654165,0.0038472990163529045,0.003208031980549164,0.002574568913607295,0.0012727301027456095,0.0018239278217341592,0.0023308945771628336,0.0005069667554286747,0.13363276876539218,0.05037164521338437,0.05104187984095461,0.05104187984095461,0.038702451915322914,0.038702451915322914,0.012339427925631778,0.38415098961410793,0.11279480962912786,0.08326112355200792,0.012339427925631778
610,0.005608344442054059,0.005796153995876011,0.004520251621864469,0.003818180654683743,0.003183777593837918,0.0025554255885462344,0.0012627550661375086,0.0018110155498026763,0.0023142066206365054,0.0005031910708338292,0.1336712417555557,0.05038437251441183,0.05106518878672624,0.05106518878672624,0.038720691193540255,0.038720691193540255,0.012344497593186064,0.3841965691887734,0.11282688994893335,0.083286869241144,0.012344497593186064
611,0.005560889219852063,0.005750102754803819,0.004482852765814001,0.0037892689614268025,0.0031596954039199996,0.0025364147180376275,0.001252854243389175,0.0017981849587288135,0.0022976259834766536,0.0004994410247478402,0.13370942356210253,0.0503970000650732,0.0510883308529326,0.0510883308529326,0.03873880134903828,0.03873880134903828,0.012349529503894402,0.384241771704992,0.11285872772487172,0.08331242349702946,0.012349529503894402
612,0.00551383554183793,0.005704406258125411,0.004445758469645767,0.003760562641719708,0.0031357843276286854,0.0025175355064497424,0.0012430271352699654,0.001785435651157492,0.0022811521266273213,0.0004957164754698292,0.1337473162517168,0.050409528607507095,0.05111130711276737,0.05111130711276737,0.03875678319862557,0.03875678319862557,0.01235452391414188,0.38428660023265016,0.11289032467891093,0.08333778764420983,0.01235452391414188
613,0.005467180010330071,0.005659061911556914,0.004408966322802286,0.0037320604065602886,0.003112043286792168,0.002498787161380081,0.0012332732451802075,0.0017727672300920198,0.0022647845117288023,0.0004920172816367824,0.13378492187813398,0.05042195887885979,0.05113411863403364,0.05113411863403364,0.038774637555137145,0.038774637555137145,0.012359481078896577,0.3843310578173466,0.11292168252218722,0.08336296299927433,0.012359481078896577
614,0.005420919256396508,0.005614067138013096,0.00437247393279227,0.0037037609728126785,0.0030884712082367496,0.0024801688936645695,0.001223592079148109,0.0017601792989197203,0.0022485226011496684,0.0004883433022299478,0.1338222424821996,0.0504342916113116,0.05115676647915093,0.05115676647915093,0.038792365227438064,0.038792365227438064,0.012364401251712944,0.38437514748057455,0.11295280295505514,0.08338795087088813,0.012364401251712944
615,0.005375049939611614,0.005569419377517289,0.0043362789250703925,0.003675663063212783,0.0030650670237895358,0.002461679917386311,0.0012139831458264719,0.0017476714614371046,0.0022323658580181943,0.0004846943965810894,0.1338592800919277,0.05044652753210308,0.051179251705162424,0.051179251705162424,0.03880996702042726,0.03880996702042726,0.012369284684735244,0.38441887221990245,0.11298368766713751,0.08341275255982478,0.012369284684735244
616,0.0053295687478149,0.005525116087111427,0.004300378942917614,0.003647765406373123,0.00304182967028063,0.0024433194498839073,0.0012044459564892155,0.0017352433218745925,0.0022163137462531926,0.00048107042437859997,0.13389603672255984,0.050458667363561346,0.051201575363742605,0.051201575363742605,0.03882744373504163,0.03882744373504163,0.012374131628701055,0.38446223500915316,0.11301433833737541,0.08343736935899863,0.012374131628701055
617,0.005284472396871851,0.00548115474076621,0.004264771647322067,0.003620066736787066,0.003018758089544843,0.0024250867117593536,0.0011949800250277125,0.001722894484920789,0.002200365730594263,0.00047747124567347406,0.13393251437662357,0.050470711823126235,0.05122373850120514,0.05122373850120514,0.03884479616826037,0.03884479616826037,0.01237894233294484,0.38450523879858234,0.11304475663407822,0.08346180255349747,0.01237894233294484
618,0.005239757630436781,0.0054375328292913935,0.0042294547168605055,0.0035925657948324584,0.0029958512284229267,0.0024069809268855175,0.001185584867946941,0.0017106245557463196,0.0021845212766314626,0.00047389672088514316,0.13396871504399144,0.050482661623376515,0.05124574215851108,0.05124574215851108,0.03886202511310958,0.03886202511310958,0.012383717045401576,0.38454788651505556,0.11307494421497366,0.08348605342061506,0.012383717045401576
619,0.005195421219717701,0.005394247860246212,0.004194425847580321,0.003565261326774664,0.002973108038762335,0.002389001322413206,0.001176260004361458,0.0016984331400272305,0.0021687798508344056,0.000470346710807175,0.13400464070193976,0.05049451747205599,0.0512675873712774,0.0512675873712774,0.038879131358667045,0.038879131358667045,0.012388456012610427,0.38459018106222415,0.11310490272725789,0.08351012322988392,0.012388456012610427
620,0.005151459963243166,0.005351297357849946,0.0041596827528821234,0.0035381520847690253,0.002950527477417527,0.0023711471287778283,0.0011670049559911967,0.0016863198439679597,0.0021531409205807987,0.0004668210766128388,0.1340402933152075,0.050506280072099605,0.05128927516978574,0.05128927516978574,0.03889611569006732,0.03889611569006732,0.012393159479718498,0.38463212532069996,0.1131346338076455,0.08353401324310805,0.012393159479718498
621,0.005107870686631109,0.005308678862892632,0.004125223163402896,0.003511236826862754,0.002928108506249818,0.0023534175797056607,0.001157819247157093,0.0016742842743238814,0.0021376039541844195,0.000463319679860538,0.1340756748360552,0.050517950121659515,0.05131080657899155,0.05131080657899155,0.038912978888507,0.038912978888507,0.012397827690484626,0.38467372214822876,0.11316413908241968,0.08355772471439583,0.012397827690484626
622,0.005064650242359615,0.005266389932645927,0.004091044826899707,0.0034845143169962606,0.0029058500921267843,0.002335811912219718,0.0011487024047765425,0.0016623260384234315,0.0021221684209225444,0.0004598423824991127,0.13411078720432382,0.050529528314131086,0.051332182618533395,0.051332182618533395,0.038929721731250234,0.038929721731250234,0.012402460887283232,0.38471497437986274,0.11319342016748218,0.0835812588901929,0.012402460887283232
623,0.005021795509539649,0.005224428140774133,0.004057145508134002,0.0034579833250039356,0.002883751206921234,0.002318329366645242,0.0011396539583586939,0.0016504447441898175,0.002106833791062831,0.00045638904687301314,0.13414563234749377,0.050541015338178855,0.05135340430274262,0.05135340430274262,0.03894634499163447,0.03894634499163447,0.012407059311108222,0.38475588482813167,0.11322247866840345,0.0836046170093151,0.012407059311108222
624,0.004979303393689698,0.005182791077245383,0.004023522988756463,0.003431642626614392,0.0028618108275097506,0.0023009691866148103,0.0011306734399995815,0.001638640000162318,0.0020915995358896647,0.00045295953572734634,0.1341802121807438,0.050552411877762445,0.05137447264065325,0.05137447264065325,0.038962849439076366,0.038962849439076366,0.012411623201576953,0.384796456283213,0.11325131618047266,0.08362780030298154,0.012411623201576953
625,0.004937170826512323,0.005141476348242993,0.00399017506719244,0.0034054910034501734,0.002840027935770815,0.0022837306190730726,0.0011217603843771008,0.0016269114155171784,0.002076465127729976,0.0004495537122127973,0.13421452860700994,0.05056371861216244,0.051395388636012146,0.051395388636012146,0.03897923583907799,0.03897923583907799,0.012416152796934227,0.38483669151310057,0.11327993428874775,0.0836508099948477,0.012416152796934227
626,0.004895394765672603,0.005100481576077001,0.003957099558527957,0.003379527243026949,0.0028184015185825167,0.00226661291428112,0.0011129143287458292,0.001615258600088103,0.00206143003997853,0.00044617143989042685,0.13424858351704444,0.050574936216006214,0.05141615328728945,0.05141615328728945,0.03899550495323316,0.03899550495323316,0.012420648334056355,0.3848765932637725,0.11330833456810545,0.08367364730103843,0.012420648334056355
627,0.00485397219457845,0.0050598043990958685,0.003924294294396285,0.0033537501387521907,0.0027969305678198597,0.002249615325820493,0.0011041348129316978,0.0016036811643863548,0.0020464937471227026,0.00044281258273634746,0.13428237878947472,0.05058606535929367,0.05143676758768923,0.05143676758768923,0.03901165753923404,0.03901165753923404,0.012425110048455259,0.38491616425935776,0.11333651858329127,0.08369631343018125,0.012425110048455259
628,0.004812900122162787,0.005019442471598385,0.003891757122865099,0.003328158489923353,0.0027756140803516746,0.0022327371105968384,0.001095421379326515,0.0015921787196204631,0.0020316557247667425,0.000439477005146279,0.13431591629086223,0.05059710670742299,0.05145723252516046,0.05145723252516046,0.0390276943508779,0.0390276943508779,0.012429538174282622,0.3849554072023017,0.11336448788896947,0.08371880958343945,0.012429538174282622
629,0.0047721755826675635,0.004979393463745748,0.0038594859083242007,0.0033027511017255607,0.0027544510580371387,0.0022159775288432136,0.0010867735728823473,0.0015807508777155436,0.00201691544965553,0.000436164571939986,0.13434919787576147,0.05060806092121626,0.051477549082408126,0.051477549082408126,0.039043616138074104,0.039043616138074104,0.012433932944334085,0.38499432477353035,0.11339224402977298,0.08374113695454542,0.012433932944334085
630,0.004731795635429607,0.004939655061473846,0.00382747853137382,0.0032775267852288115,0.002733440507721915,0.002199335844123051,0.0010781909411057605,0.0015693972513322392,0.0020022723996978376,0.000432875148365598,0.13438222538677871,0.05061892865694508,0.05149771823690468,0.05149771823690468,0.039059423646851256,0.039059423646851256,0.012438294590053484,0.3850329196326136,0.11341978854035335,0.08376329672983386,0.012438294590053484
