"i","Seed","R12","R15","R12R15","R12R23","R12R25","R15R52","R12R25R23","R12R15R23","R15R52R23","R12R15R54","R15R52R54","R12R15R23R34","R12R15R23R54","R12R25R23R34","R12R25R23R54","R15R52R23R54","R15R54","R12R23R34","R12R25R54","R15R52R23R34"
817,0.0009658610284105426,0.001076753257170248,0.0007965998437357502,0.0007469091009579043,0.0006245157745282417,0.0005111521266749981,0.00023575697428290614,0.000380845695482509,0.0004798418090999712,0.00009899611361746216,0.13761543768686413,0.051664839381200416,0.05351704437748886,0.05351704437748886,0.04065033258899759,0.04065033258899759,0.012866711788491398,0.38866508023041224,0.11611863516193682,0.08595059830566384,0.012866711788491398
818,0.0009576883581701456,0.0010679059859458665,0.0007899052660545752,0.0007408878416549081,0.0006194909445719556,0.000507074022298774,0.00023381381935613405,0.0003778662614546613,0.0004760612376711888,0.00009819497621652744,0.1376229067778737,0.051667196950943246,0.05352184279557986,0.05352184279557986,0.04065414104595241,0.04065414104595241,0.012867701749627572,0.3886730462288496,0.1161248803196821,0.0859557098269306,0.012867701749627572
819,0.0009495848412933214,0.001059130499538691,0.0007832666924444426,0.0007349140211820131,0.0006145056254254857,0.0005030275985841119,0.0002318864225979012,0.0003749092761523018,0.0004723094219412794,0.00009740014578897757,0.13763031565629025,0.051669535089136805,0.05352660340795657,0.05352660340795657,0.04065791970856696,0.04065791970856696,0.012868683699389738,0.3886809452815101,0.11613107522912781,0.08596078056715359,0.012868683699389738
820,0.000941549892636224,0.0010504262264336625,0.0007766836580177281,0.0007289872792476341,0.0006095595174994211,0.0004990126196038126,0.00022997465964382156,0.0003719745807069279,0.0004685861556931155,0.00009661157498618752,0.13763766479650208,0.05167185395336278,0.053531326502175985,0.053531326502175985,0.04066166880132849,0.04066166880132849,0.012869657700847628,0.38868877794843454,0.11613722028538206,0.08596581084313942,0.012869657700847628
821,0.0009335829320062252,0.001041792599532845,0.0007701557016945702,0.0007231072581297339,0.0006046523233399324,0.0004950288510645343,0.00022807840706519968,0.0003690620172491398,0.0004648912340338228,0.00009582921678468288,0.13764495466929455,0.05167415369995922,0.05353601236373292,0.05353601236373292,0.040665388547135556,0.040665388547135556,0.01287062381659749,0.38869654478501464,0.11614331588055705,0.08597080096933546,0.01287062381659749
822,0.0009256833841200186,0.0010332290561229345,0.0007636823661724134,0.0007172736026596198,0.0005997837476152644,0.000491076060297009,0.00022619754236261083,0.00036617142890394615,0.00046122445338826144,0.00009505302448431522,0.13765218574187585,0.05167643448402987,0.05354066127607326,0.05354066127607326,0.040669079167308046,0.040669079167308046,0.012871582108765336,0.3887042463420316,0.11614936240379045,0.08597575125784611,0.012871582108765336
823,0.00091785067856208,0.0010247350378429876,0.0007572631978957843,0.0007114859602058135,0.0005949534971022914,0.000487154016246297,0.0002243319439595165,0.0003633026597860698,0.00045758561149251184,0.00009428295170644197,0.13765935847790245,0.0516786964594535,0.05354527352060714,0.05354527352060714,0.040672740881597086,0.040672740881597086,0.012872532639010179,0.38871188316569333,0.1161553602412666,0.08598066201844907,0.012872532639010179
824,0.0009100842497434778,0.0010163099906523659,0.000750897747026299,0.0007057439806579945,0.0005901612806731348,0.0004832624894620792,0.0002224814911959153,0.0003604555549952542,0.000453974507387365,0.00009351895239211071,0.1376664733375045,0.05168093977889309,0.05354984937672206,0.05354984937672206,0.040676373908194945,0.040676373908194945,0.012873475468527244,0.3887194557976723,0.11616130977623762,0.08598553355861153,0.012873475468527244
825,0.0009023835368610329,0.0010079533647988966,0.0007445855674129007,0.0007000473164110183,0.0005854068092818444,0.00047940125208898924,0.00022064606432202916,0.00035762996061157,0.0004503909414118181,0.00009276098080024808,0.1376735307773111,0.05168316459380505,0.053554389121795935,0.053554389121795935,0.040679978463744895,0.040679978463744895,0.012874410658051165,0.38872696477514257,0.11616721138904434,0.08599036618350615,0.012874410658051165
826,0.0008947479838568242,0.0009996646147872469,0.0007383262165623249,0.0006943956223490085,0.0005806897959511414,0.00047557007785698407,0.00021882554449202454,0.00035482572369072304,0.0004468347151965763,0.00009200899150585327,0.1376805312504752,0.05168537105444827,0.05355889303121005,0.05355889303121005,0.04068355476335101,0.04068355476335101,0.012875338267859167,0.3887344106308167,0.11617306545713717,0.08599516019602704,0.012875338267859167
827,0.0008871770393780358,0.0009914431993475116,0.0007321192556097915,0.0006887885558295221,0.0005760099557592253,0.00047176874207175345,0.00021701981375776881,0.000352042692259364,0.00044330563165756025,0.00009126293939819632,0.1376874752066987,0.051687559309893195,0.05356336137836202,0.05356336137836202,0.040687103020587916,0.040687103020587916,0.012876258357774225,0.38874179389298236,0.11617887235509668,0.08599991589680561,0.012876258357774225
828,0.0008796701567371448,0.0009832885814040138,0.0007259642492899223,0.0006832257766677906,0.0005713670058266424,0.0004679970216051689,0.00021522875506262186,0.00034928071531039955,0.00043980349498942077,0.00009052277967902124,0.137694363092257,0.051689729508030774,0.053567794434678594,0.053567794434678594,0.04069062344751051,0.04069062344751051,0.012877170987168207,0.38874911508553844,0.11618463245465427,0.08600463358422633,0.012877170987168207
829,0.0008722267938724458,0.0009752002280443149,0.000719860765907881,0.0006777069471210337,0.0005667606653032184,0.0004642546948857714,0.00021345225223526237,0.0003465396427983062,0.00043632811065906014,0.00008978846786075392,0.13770119535002368,0.0516918817955814,0.053572192469628487,0.053572192469628487,0.04069411625466361,0.04069411625466361,0.012878076214964998,0.3887563747280313,0.11619034612471253,0.08600931355444238,0.012878076214964998
830,0.0008648464133089097,0.0009671776104884356,0.0007138083773107357,0.0006722317318728483,0.000562190655355053,0.00046054154188929924,0.00021169018998354918,0.00034381932563444636,0.0004328792853991615,0.00008905995976471516,0.1377079724194949,0.051694016318103754,0.053576555750735076,0.053576555750735076,0.040697581651091594,0.040697581651091594,0.012878974099643605,0.3887635733356904,0.11619601373136557,0.08601395610139125,0.012878974099643605
831,0.0008575284821193728,0.0009592202040582843,0.0007078066588590418,0.0006667997980176718,0.0005576566991515776,0.0004568573441292545,0.00020994245388841743,0.0003411196156823874,0.000429456827201726,0.0000883372115193386,0.13771469473681364,0.05169613322000359,0.053580884543589065,0.053580884543589065,0.04070101984434794,0.04070101984434794,0.012879864699241253,0.3887707114194635,0.11620163563791912,0.08601856151681014,0.012879864699241253
832,0.0008502724718860552,0.0009513274881472941,0.0007018551893986431,0.0006614108150453191,0.0005531585218526761,0.00045320188464751,0.00020820893039780926,0.00033844036575322455,0.0004260605453116184,0.00008762017955839392,0.13772136273479382,0.05169823264454247,0.05358517911186108,0.05358517911186108,0.04070443104050476,0.04070443104050476,0.012880748071356446,0.3887777894860521,0.11620721220491063,0.08602313009025143,0.012880748071356446
833,0.000843077858662404,0.0009434989461902656,0.00069595355123269,0.0006560644548255942,0.0005486958505958679,0.000449574948004955,0.0002064895068206394,0.0003357814296009065,0.00042269025022012157,0.00008690882061921508,0.13772797684294427,0.05170031473384645,0.0535894397173142,0.0535894397173142,0.04070781544416229,0.04070781544416229,0.01288162427315203,0.38878480803794613,0.11621274379012916,0.08602766210909792,0.01288162427315203
834,0.0008359441229352606,0.0009357340656334141,0.0006901013300938743,0.0006507603915929766,0.0005442684144835548,0.00044597632027218155,0.0002047840713207952,0.00033314266191756604,0.0004193457536585,0.00008620309174093397,0.13773453748749254,0.051702379628914656,0.0535936666198164,0.0535936666198164,0.0407111732584583,0.0407111732584583,0.012882493361358223,0.38879176757345846,0.11621823074863512,0.08603215785857797,0.012882493361358223
835,0.0008288707495873469,0.0009280323379046215,0.0006842981151168766,0.000645498301931381,0.0005398759445703293,0.0004424057890202102,0.00020309251291117101,0.00033052391832885414,0.0004160268685915734,0.00008550295026271927,0.13774104509140847,0.05170442746962786,0.05359786007735298,0.05359786007735298,0.04071450468507747,0.04071450468507747,0.012883355392275633,0.3887986685867594,0.11622367343277995,0.08603661762178069,0.012883355392275633
836,0.0008218572278600694,0.0009203932583838907,0.0006785434988110281,0.0006402778647589928,0.0005355181738503469,0.0004388631433112558,0.0002014147214477372,0.0003279250553892792,0.0004127334092112999,0.00008480835382202075,0.1377475000744278,0.051706458394756974,0.0536020203460389,0.0536020203460389,0.04071780992426076,0.04071780992426076,0.01288421042177826,0.38880551156791054,0.11622907219222565,0.08604104167967089,0.01288421042177826
837,0.0008149030513166381,0.000912816326374002,0.0006728370770331817,0.0006350987613131763,0.0005311948372447605,0.0004353481736895333,0.00019975058762364322,0.0003253459305775511,0.00040946519093037006,0.00008411926035281901,0.13775390285307537,0.05170847254197145,0.053606147680131014,0.053606147680131014,0.04072108917481465,0.04072108917481465,0.012885058505316481,0.38881229700289865,0.11623442737396415,0.086045430311104,0.012885058505316481
838,0.0008080077178054971,0.0009053010450713693,0.0006671784489607939,0.0006299606751354583,0.0005269056715892179,0.0004318606721721036,0.00019810000296335492,0.0003227864022919303,0.00040622203037581105,0.00008343562808388085,0.1377602538406885,0.051710470047847686,0.053610242332040314,0.053610242332040314,0.040724342634120426,0.040724342634120426,0.01288589969792001,0.38881902537366897,0.1162397393223366,0.0860497837928409,0.01288589969792001
839,0.000801170729424066,0.0008978469215370963,0.0006615672170652144,0.000624863292056586,0.0005226504156214211,0.00042840043223976,0.0001964628598168262,0.0003202463298455829,0.00040300374538260284,0.00008275741553702,0.13776655344743985,0.05171245104787732,0.053614304552344075,0.053614304552344075,0.040727570498143344,0.040727570498143344,0.012886734054200847,0.38882569715815857,0.1162450083790525,0.08605410239956261,0.012886734054200847
840,0.0007943915924827856,0.0008904534666682305,0.0006560029870851816,0.0006198063001816579,0.0005184288099687495,0.0004249672488279539,0.00019483905135370423,0.00031772557346194144,0.0003998101549873051,0.00008208458152536373,0.1377728020803604,0.051714415676475486,0.0536183345897979,0.0536183345897979,0.0407307729614418,0.0407307729614418,0.012887561628356218,0.3888323128303292,0.11625023488320871,0.08605838640388501,0.012887561628356218
841,0.0007876698174694697,0.0008831201951692144,0.000650485368000525,0.0006147893898753308,0.0005142405971359449,0.000421560918317762,0.00019322847155756902,0.00031522399427007155,0.0003966410794216965,0.00008141708515162498,0.13777900014336222,0.051716364066989026,0.05362233269134777,0.05362233269134777,0.04073395021717642,0.04073395021717642,0.012888382474171471,0.3888388728602001,0.1162554191713084,0.0860626360763733,0.012888382474171471
842,0.0007810049190139588,0.000875846625523533,0.0006450139720060691,0.0006098122537470993,0.0005100855214928585,0.00041818123852689295,0.00019163101522020655,0.0003127414543000454,0.0003934963401064257,0.00008075488580638032,0.13778514803726097,0.0517182963517046,0.05362629910214199,0.05362629910214199,0.040737102457119125,0.040737102457119125,0.012889196645022988,0.38884537771388,0.11626056157727975,0.08606685168555647,0.012889196645022988
843,0.0007743964158530714,0.0008686322799655558,0.0006395884144857408,0.0006048745866366501,0.0005059633292622619,0.0004148280087007347,0.0001900465779359156,0.0003102778164783218,0.00039037575964467555,0.00008009794316635375,0.13779124615979843,0.0517202126618568,0.053630234065543056,0.053630234065543056,0.04074022987166213,0.04074022987166213,0.012890004193881052,0.3888518278536,0.11626566243249468,0.08607103349794173,0.012890004193881052
844,0.000767843830795853,0.000861476684452572,0.0006342083139868777,0.0005999760855992904,0.0005018737685077186,0.0004115010295034422,0.00018847505609584836,0.00030783294462313326,0.0003872791618158395,0.00007944621719270625,0.1377972949056648,0.05172211312763616,0.0536341378231395,0.0536341378231395,0.04074333264982691,0.04074333264982691,0.012890805173312715,0.38885822373774487,0.11627072206578731,0.08607518177802874,0.012890805173312715
845,0.000761346690689119,0.0008543793686370196,0.0006288732921947345,0.00059511644989145,0.0004978165891215195,0.0004082001030090658,0.00018691634688238439,0.0003054067034398802,0.00038420637156921154,0.00007879966812933138,0.1378032946665208,0.05172399787819712,0.053638010614757654,0.053638010614757654,0.04074641097927314,0.04074641097927314,0.012891599635484642,0.3888645658208847,0.11627574080347239,0.08607929678832377,0.012891599635484642
846,0.0007549045263832878,0.0008473398658389048,0.0006235829739071887,0.0005902953809562578,0.0004937915428126793,0.0004049250326927199,0.0001853703482635381,0.00030299895851653303,0.0003811572150176896,0.00007815825650115667,0.13780924583101972,0.05172586704166594,0.053641852678473344,0.053641852678473344,0.04074946504630754,0.04074946504630754,0.012892387632165936,0.38887085455380666,0.11628071896936361,0.08608337878935386,0.012892387632165936
847,0.0007485168726985062,0.0008403577130184123,0.0006183369870096417,0.0005855125824091912,0.0004897983830949958,0.0004016756234217921,0.0001838369589873994,0.00030060957631904156,0.0003781315194314927,0.00007752194311245122,0.13781514878482928,0.05172772074514858,0.05364566425062352,0.05364566425062352,0.040752495035892705,0.040752495035892705,0.012893169214730948,0.38887709038354573,0.11628565688479174,0.0860874280396808,0.012893169214730948
848,0.0007421832683910573,0.0008334324507487046,0.0006131349624501153,0.0005807677600238007,0.00048583686527517124,0.00039845168144719324,0.0001823160785766077,0.000298238424186753,0.0003751291132318921,0.00007689068904513919,0.13782100391065338,0.051729559114738456,0.053649445565817834,0.053649445565817834,0.040755501131655894,0.040755501131655894,0.012893944434162072,0.3888832737534158,0.11629055486862269,0.08609144479591502,0.012893944434162072
849,0.0007359032561200561,0.0008265636231889096,0.0006079765342145416,0.0005760606217175062,0.00048190674644099527,0.00039525301439464767,0.0001808076073228588,0.0002958853703278378,0.0003721498259849572,0.00007626445565711944,0.13782681158825363,0.05173138227552422,0.05365319685695015,0.05365319685695015,0.04075848351589776,0.04075848351589776,0.012894713341052523,0.3888894051030403,0.11629541323727545,0.0860954293127295,0.012894713341052523
850,0.000729676382414425,0.0008197507780572956,0.000602861339302246,0.0005713908775374691,0.0004780077854495899,0.0003920794312560243,0.00017931144628144502,0.0002935502838147243,0.0003691934883953156,0.00007564320458059135,0.13783257219447081,0.05173319035159745,0.05365691835521,0.05365691835521,0.04076144236960104,0.04076144236960104,0.012895475985609094,0.3888954848683825,0.11630023230473986,0.08609938184287344,0.012895475985609094
851,0.0007235021976401491,0.0008129934666046314,0.0005977890177016196,0.0005667582396465359,0.0004741397429157165,0.0003889307423807083,0.00017782749726582783,0.0002912330345795419,0.0003662599322999286,0.00007502689772038675,0.1378382861032462,0.051734983466060265,0.05366061029009395,0.05366061029009395,0.04076437787243919,0.04076437787243919,0.0128962324176549,0.3889015134817755,0.11630501238259436,0.086103302637186,0.0128962324176549
852,0.0007173802559678095,0.0008062912435877318,0.0005927592123659821,0.0005621624223092565,0.0004703023812001444,0.0003858067594670131,0.00017635566284224366,0.0002889334934095736,0.00036334899066188173,0.00007441549725230816,0.13784395368564267,0.05173676174103292,0.053664272889416956,0.053664272889416956,0.04076729020278498,0.04076729020278498,0.012896982686632105,0.3889074913719525,0.11630975378002352,0.0861071919446098,0.012896982686632105
853,0.0007113101153403896,0.000799643667243187,0.0005877715691896329,0.0005576031418779755,0.00046649546439808063,0.00038270729555363363,0.00017489584632434196,0.0002866515319427177,0.00036046049756419086,0.00007380896562147321,0.13784957530986577,0.05173852529766135,0.053667906379323574,0.053667906379323574,0.040770179537719074,0.040770179537719074,0.012897726841604628,0.3889134189640761,0.11631445680383552,0.08611105001220448,0.012897726841604628
854,0.0007052913374413555,0.0007930502992612744,0.0005828257369840875,0.0005530801167789957,0.0004627187583276619,0.00037963216501113976,0.0001734479517678561,0.00028438702266295846,0.00035759428820362387,0.00007320726554066546,0.13785515134128457,0.05174027425612459,0.05367151098429922,0.05367151098429922,0.040773046053038504,0.040773046053038504,0.012898464931260843,0.388919296679768,0.1163191217584795,0.08611487708516002,0.012898464931260843
855,0.0006993234876630055,0.0007865107047600519,0.0005779213674545012,0.0005485930674988165,0.00045897203051850725,0.00037658118353351024,0.00017201188396530643,0.0002821398388958472,0.0003547501988845386,0.00007261035998869143,0.13786068214245237,0.05174200873564227,0.05367508692718125,0.05367508692718125,0.040775889923265134,0.040775889923265134,0.012899197003916249,0.3889251249371378,0.11632374894606277,0.08611867340681013,0.012899197003916249
856,0.0006934061350750878,0.0007800244522596321,0.0005730581151762751,0.0005441417165704434,0.0004552550502003324,0.00037355416812970776,0.00017058754844073584,0.00027990985480399284,0.00035192806701273694,0.00007201821220874414,0.13786616807312735,0.05174372885448192,0.0536786344291701,0.0536786344291701,0.040778711321654094,0.040778711321654094,0.012899923107516136,0.3889309041508124,0.11632833866636796,0.08612243921864547,0.012899923107516136
857,0.0006875388523936832,0.0007735911136566354,0.0005682356375718461,0.0005397257885597714,0.000451567588291625,0.00037055093711529425,0.00016917485144447736,0.0002776969453825626,0.0003491277310893355,0.00007143078570677293,0.13787160949029306,0.05174543472996632,0.053682153709840225,0.053682153709840225,0.04078151042020214,0.04078151042020214,0.012900643289638223,0.38893663473196416,0.11633289121686997,0.08612617476032677,0.012900643289638223
858,0.000681721215950352,0.0007672102641988222,0.0005634535948876573,0.0005353450100520407,0.0004479094173883811,0.00036757131010408696,0.0001677736999479539,0.00027550098645479326,0.0003463490307046531,0.00007084804424985986,0.13787700674817865,0.051747126478480766,0.053685644987151115,0.053685644987151115,0.04078428738965596,0.04078428738965596,0.012901357597495292,0.3889423170883399,0.11633740689275289,0.08612988026969792,0.012901357597495292
859,0.0006759528056615413,0.0007608814824599014,0.0005587116501713086,0.0005309991096383648,0.0004442803117529022,0.0003646151079998551,0.0001663840016385099,0.0002733218546675124,0.00034359180653211483,0.00007026995186460244,0.13788236019827918,0.05174880421548025,0.05368910847745816,0.05368910847745816,0.04078704239952051,0.04078704239952051,0.01290206607793779,0.3889479516242887,0.11634188598692677,0.08613355598279897,0.01290206607793779
860,0.0006702332049982513,0.0007546043503145162,0.0005540094692488867,0.0005266878179023315,0.0004406800473026534,0.00036168215298805695,0.00016500566491427487,0.0002711594274866711,0.000340855900322174,0.00006969647283550293,0.13788767018937556,0.05175046805549663,0.053692544395523484,0.053692544395523484,0.04078977561806719,0.04078977561806719,0.012902768777456436,0.3889535387407904,0.11634632879004429,0.08613720213387896,0.012902768777456436
861,0.0006645620009559585,0.0007483784529134042,0.000549346720702471,0.0005224108674066761,0.0004371084015991817,0.0003587722685276178,0.0001636385988790585,0.0002690135831928868,0.000338141154896251,0.00006912757170336425,0.1378929370675546,0.05175211811214577,0.053695952954526706,0.053695952954526706,0.040792487212342056,0.040792487212342056,0.01290346574218479,0.3889590788354829,0.11635073559051731,0.08614081895540884,0.01290346574218479
862,0.0006589387840247927,0.0007422033786587323,0.0005447230758478178,0.0005181679926800256,0.0004335651538370957,0.0003558852793427482,0.00016228271333727757,0.00026688420087699776,0.00033544741414069,0.00006856321326369226,0.13789816117622866,0.05175375449813456,0.05369933436607567,0.05369933436607567,0.040795177348173985,0.040795177348173985,0.012904157017901824,0.3889645723026899,0.1163551066745333,0.08614440667809412,0.012904157017901824
863,0.0006533631481599675,0.0007360787191796039,0.0005401382087122167,0.0005139589302037166,0.0004300500848331044,0.00035302101141480277,0.00016093791878891403,0.00026477116043562856,0.0003327745230007333,0.0000680033625651048,0.13790334285615546,0.051755377325267936,0.053702688840217075,0.053702688840217075,0.04079784619018276,0.04079784619018276,0.01290484265003446,0.38897001953344834,0.11635944232607168,0.08614796553088755,0.01290484265003446
864,0.00064783469075246,0.0007300040693077392,0.0005355917960125225,0.000509783418398684,0.00042656297701511737,0.0003501792919741794,0.00015960412642450475,0.000262674342566767,0.0003301223274745142,0.00006744798490774727,0.1379084824454575,0.051756986704455825,0.05370601658544708,0.05370601658544708,0.04080049390178711,0.04080049390178711,0.01290552268366011,0.38897542091553544,0.11636374282692001,0.0861514957410017,0.01290552268366011
865,0.0006423530125999391,0.000723979027053325,0.0005310835171333585,0.0005056411976124213,0.0004231036144114041,0.00034735994949225917,0.00015828124812016222,0.000260593628765353,0.00032749067460706774,0.00006689704584171484,0.13791358027964148,0.05175858274572007,0.053709317808721825,0.053709317808721825,0.04080312064521278,0.04080312064521278,0.012906197163509188,0.3889807768334955,0.11636800845669017,0.08615499753392145,0.012906197163509188
866,0.0006369177178779397,0.000718003193581036,0.0005266130541054911,0.0005015320101060128,0.000419671782639814,0.00034456281367338634,0.0001569691964326265,0.0002585289013188786,0.00032487941248435985,0.00006635051116548136,0.1379186366916176,0.051760165558201274,0.0537125927154679,0.0537125927154679,0.04080572658150043,0.04080572658150043,0.012906866133967606,0.3889860876686669,0.11637223949283428,0.08615847113341636,0.012906866133967606
867,0.0006315284141112802,0.0007120761731862237,0.000522180091584374,0.000497455600041237,0.0004162672688970556,0.000341787715446889,0.0001556678845943481,0.0002564800433030007,0.0003222883902273354,0.00006580834692433487,0.13792365201171866,0.0517617352501656,0.05371584150959274,0.05371584150959274,0.04080831187051362,0.04080831187051362,0.012907529639079261,0.38899135379920796,0.11637643621066067,0.08616191676155309,0.012907529639079261
868,0.0006261847121457233,0.000706197573271274,0.0005177843168288602,0.0004934117134677413,0.0004128898619480358,0.0003390344869591397,0.00015437722650860162,0.0002544469385771653,0.0003197174579859851,0.00006527051940881991,0.13792862656771906,0.051763291929011544,0.05371906439349502,0.05371906439349502,0.04081087667094665,0.04081087667094665,0.012908187722548503,0.3889965756001238,0.11638059888334965,0.08616533463870756,0.012908187722548503
869,0.0006208862261198748,0.0007003670043221311,0.0005134254196800824,0.0004894000983102872,0.0004095393521152582,0.00033630296156565687,0.0001530971367446303,0.00025242947178024446,0.0003171664669334309,0.00006473699515318653,0.13793356068485374,0.05176483570127663,0.05372226156807488,0.05372226156807488,0.04081342114033242,0.04081342114033242,0.012908840427742591,0.3890017534432921,0.11638472778196912,0.08616872498357715,0.012908840427742591
870,0.0006156325734373221,0.0006945840798849878,0.0005091030925404991,0.0004854205043560668,0.00040621553126828124,0.0003335929738232458,0.000151827530532821,0.0002504275283261854,0.0003146352692600313,0.00006420774093384595,0.13793845468583685,0.051766366672644074,0.053725433232744216,0.053725433232744216,0.040815945435050224,0.040815945435050224,0.012909487797694123,0.3890068876974888,0.11638882317549028,0.08617208801319282,0.012909487797694123
871,0.0006104233747390063,0.0006888484165431398,0.0005048170303531044,0.0004814726832420901,0.00040291819281323483,0.0003309043594821804,0.00015056832375990968,0.0002484409943996722,0.00031212371816750526,0.00006368272376783313,0.1379433088908804,0.0517678849479494,0.053728579585436816,0.053728579585436816,0.040818449710333486,0.040818449710333486,0.012910129875103461,0.3890119787284142,0.11639288533080296,0.08617542394293105,0.012910129875103461
872,0.0006052582538758301,0.0006831596338940045,0.0005005669305808026,0.0004775563884426421,0.0003996471316823966,0.0003282369554784248,0.00014931943296421724,0.0002464697569518004,0.0003096316678630764,0.00006316191091127602,0.13794812361771283,0.051769390631187,0.05373170082261849,0.05373170082261849,0.040820934120277486,0.040820934120277486,0.012910766702341139,0.38901702689871775,0.11639691451273108,0.08617873298652587,0.012910766702341139
873,0.0006001368378814961,0.000677517354526302,0.0004963524931859444,0.00047367137525681076,0.00039640214432382667,0.00032559059992589515,0.00014808077533091558,0.00024451370369576455,0.00030715897355363607,0.00006264526985787158,0.13795289918159725,0.05177088382551664,0.053734797139297116,0.053734797139297116,0.040823398817847,0.040823398817847,0.012911398321450251,0.3890220325680236,0.11640091098404791,0.08618201535608065,0.012911398321450251
874,0.0005950587569455759,0.0006719212039973983,0.0004921734206100249,0.00046981740079608483,0.00039318302869106105,0.0003229651321087611,0.00014685226868732374,0.00024257272310255814,0.00030470549143992684,0.00006213276833736873,0.13795763589534982,0.051772364633269945,0.053737868729032655,0.053737868729032655,0.04082584395488396,0.04082584395488396,0.01291202477414883,0.38902699609295543,0.11640487500549115,0.08618527126207991,0.01291202477414883
875,0.0005900236443868056,0.0006663708108108091,0.0004880294177535411,0.0004659942239720216,0.0003899895842328637,0.0003203603924737877,0.00014563383149823395,0.00024064670439668767,0.0003022710787107456,0.00006162437431405797,0.1379623340693578,0.051773833155956815,0.05374091578394705,0.05374091578394705,0.04082826968211498,0.04082826968211498,0.012912646101832204,0.3890319178271615,0.11640880683577806,0.086188500913401,0.012912646101832204
876,0.0005850311366266095,0.000660865806393863,0.00048392019195600756,0.0004622016054839844,0.00038682161188303667,0.0003177762226227169,0.0001444253828612675,0.00023873553755189905,0.00029985559353716703,0.00006112005598526799,0.1379669940115975,0.0517752894942718,0.05374393849473416,0.05374393849473416,0.04083067614915895,0.04083067614915895,0.012913262345575344,0.38903679812133907,0.1164127067316204,0.08619170451732573,0.012913262345575344
877,0.0005800808731628459,0.0006554058250755241,0.00047984545297613085,0.0004584393078069495,0.00038367891405028873,0.00031521246530468903,0.00014322684250226052,0.00023683911328691812,0.0002974588950667871,0.00006061978177986897,0.13797161602765234,0.05177673374810041,0.05374693705066953,0.05374693705066953,0.04083306350453447,0.04083306350453447,0.012913873546135197,0.38904163732325864,0.11641657494773923,0.08619488227955197,0.012913873546135197
878,0.0005751724965437757,0.0006499905040643719,0.0004758049129721397,0.0004547070951793826,0.00038056129460816156,0.00031266896440870377,0.00014203813077067888,0.00023495732306120417,0.00029508084341798706,0.00006012352035678289,0.13797620042073042,0.051778166016525434,0.0537499116396202,0.0537499116396202,0.040835431895667344,0.040835431895667344,0.012914479743952996,0.3890464357777884,0.11642041173687973,0.08619803440420501,0.012914479743952996
879,0.0005703056523422514,0.0006446194834267379,0.00047179828648227025,0.000451004733591184,0.00037746855888501406,0.0003101455649561211,0.000140859168635063,0.00023309005907071748,0.00029272129967421813,0.00005963124060350063,0.1379807474916822,0.051779586397833144,0.053752862448054384,0.053752862448054384,0.04083778146889796,0.04083778146889796,0.012915080979156564,0.3890511938269181,0.1164242173498258,0.0862011610938491,0.012915080979156564
880,0.0005654799891301246,0.0006392924060649988,0.0004678252904054058,0.00044733199077170326,0.00037440051365406415,0.00030764211309320175,0.00013968987767850157,0.00023123721424370044,0.0002903801258783064,0.00005914291163460593,0.1379852575390181,0.0517809949895195,0.05375578966105113,0.05375578966105113,0.04084011236948867,0.04084011236948867,0.012915677291562599,0.38905591180978294,0.11642799203541465,0.08620426254949866,0.012915677291562599
881,0.0005606951584528697,0.0006340089176960229,0.00046388564398186906,0.0004436886361778219,0.0003713569671234881,0.0003051584560836871,0.00013853018009413485,0.00022939868223647265,0.000288057185026779,0.00005865850279030632,0.13798973085892582,0.05178239188829628,0.05375869346230991,0.05375869346230991,0.040842424741631106,0.040842424741631106,0.012916268720678945,0.389060590062687,0.1164317360405512,0.08620733897062959,0.012916268720678945
882,0.0005559508148044223,0.0006287686668297726,0.0004599790687743669,0.00044007444098210504,0.00036833772892657675,0.0003026944423014185,0.00013737999868068657,0.00022757435742923993,0.0002857523410642108,0.00005817798363497087,0.1379941677452876,0.05178377719009722,0.053761574034160174,0.053761574034160174,0.04084471872845347,0.04084471872845347,0.012916855305706848,0.3890652289191268,0.11643544961022242,0.08621039055519042,0.012916855305706848
883,0.0005512466156022311,0.0006235713047480577,0.0004561052886490846,0.0004364891780610214,0.00036534261011194935,0.0003002499212229965,0.00013623925683802502,0.00022576413492191749,0.00028346545887759233,0.00005770132395567488,0.13799856848969744,0.051785150990084024,0.05376443155757082,0.05376443155757082,0.04084699447202777,0.04084699447202777,0.012917437085543198,0.38906982870981455,0.11643913298751168,0.08621341749961343,0.012917437085543198
884,0.0005465822211625199,0.0006184164854834415,0.00045226402975693077,0.0004329326219832311,0.00036237142313382383,0.0002978247434204784,0.0001351078785627528,0.00022396791052996728,0.00028119640429071874,0.00005722849376075151,0.13800293338147804,0.0517865133826524,0.053767266212159597,0.053767266212159597,0.04084925211337699,0.04084925211337699,0.012918014098782755,0.38907438976270103,0.1164427864136128,0.08621641999882566,0.012918014098782755
885,0.0005419572946757602,0.0006133038657982982,0.00044845502051493003,0.00042940454899794133,0.00035942398184234396,0.00029541876055411603,0.00013398578844382538,0.00022218558078024973,0.00027894504405859993,0.00005675946327835024,0.13800726270769786,0.05178786446143803,0.0537700781762025,0.0537700781762025,0.04085149179248229,0.04085149179248229,0.012918586383720362,0.3890789124029986,0.11644641012784414,0.08621939824625986,0.012918586383720362
